country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Guwahati,"IITG, Guwahati - PCBA",06-04-2025 14:00:00,26.2028636,91.70046436,NH3,5.0,5.0,5.0
India,Assam,Guwahati,"IITG, Guwahati - PCBA",06-04-2025 14:00:00,26.2028636,91.70046436,SO2,19.0,21.0,19.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",06-04-2025 14:00:00,26.10887,91.589544,NH3,15.0,49.0,18.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",06-04-2025 14:00:00,26.10887,91.589544,SO2,7.0,14.0,12.0
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",06-04-2025 14:00:00,26.1875,91.744194,PM10,47.0,124.0,89.0
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",06-04-2025 14:00:00,13.615387,79.40923,NO2,3.0,3.0,3.0
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",06-04-2025 14:00:00,16.536107,80.594233,PM2.5,47.0,63.0,55.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",06-04-2025 14:00:00,16.486692,80.699436,PM10,49.0,61.0,54.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",06-04-2025 14:00:00,16.486692,80.699436,NO2,26.0,127.0,65.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",06-04-2025 14:00:00,14.675886,77.593027,OZONE,4.0,33.0,12.0
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 14:00:00,13.20488,79.097889,CO,7.0,34.0,9.0
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",06-04-2025 14:00:00,13.20488,79.097889,OZONE,32.0,50.0,39.0
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",06-04-2025 14:00:00,14.465052,78.824187,OZONE,32.0,33.0,32.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",06-04-2025 14:00:00,16.9872867,81.7363176,SO2,10.0,14.0,12.0
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",06-04-2025 14:00:00,13.67,79.35,NO2,12.0,26.0,18.0
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",06-04-2025 14:00:00,13.67,79.35,OZONE,16.0,36.0,22.0
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",06-04-2025 14:00:00,27.103358,93.679645,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",06-04-2025 14:00:00,27.103358,93.679645,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",06-04-2025 14:00:00,27.103358,93.679645,SO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",06-04-2025 14:00:00,26.349082,92.68449,NO2,4.0,16.0,10.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",06-04-2025 14:00:00,26.349082,92.68449,SO2,3.0,23.0,13.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",06-04-2025 14:00:00,16.9872867,81.7363176,NH3,2.0,8.0,4.0
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",06-04-2025 14:00:00,26.071318,91.87488,OZONE,24.0,72.0,28.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",06-04-2025 14:00:00,26.446912,91.439057,PM2.5,77.0,280.0,158.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",06-04-2025 14:00:00,26.446912,91.439057,NO2,1.0,7.0,3.0
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",06-04-2025 14:00:00,24.792403,84.992416,CO,10.0,142.0,23.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",06-04-2025 14:00:00,24.762518,84.982348,PM2.5,11.0,78.0,46.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",06-04-2025 14:00:00,24.762518,84.982348,SO2,7.0,9.0,8.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",06-04-2025 14:00:00,24.762518,84.982348,OZONE,11.0,66.0,35.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",06-04-2025 14:00:00,25.697189,85.2459,PM2.5,156.0,330.0,274.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",06-04-2025 14:00:00,25.697189,85.2459,CO,22.0,68.0,46.0
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",06-04-2025 14:00:00,25.560083,87.553265,SO2,13.0,25.0,21.0
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",06-04-2025 14:00:00,25.560083,87.553265,CO,5.0,26.0,21.0
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",06-04-2025 14:00:00,26.0881305,87.93840336,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",06-04-2025 14:00:00,26.0881305,87.93840336,SO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",06-04-2025 14:00:00,25.204762,85.51496,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",06-04-2025 14:00:00,25.204762,85.51496,OZONE,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",06-04-2025 14:00:00,25.56752,83.966379,PM2.5,22.0,332.0,171.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",06-04-2025 14:00:00,25.56752,83.966379,PM10,44.0,189.0,126.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",06-04-2025 14:00:00,25.56752,83.966379,NH3,4.0,4.0,4.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",06-04-2025 14:00:00,25.56752,83.966379,SO2,7.0,22.0,13.0
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 14:00:00,25.7808257,84.7446768,PM2.5,28.0,217.0,94.0
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",06-04-2025 14:00:00,25.7808257,84.7446768,CO,8.0,29.0,11.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",06-04-2025 14:00:00,24.7955,84.9994,PM2.5,15.0,263.0,117.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",06-04-2025 14:00:00,24.75746,84.366208,PM2.5,47.0,385.0,220.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",06-04-2025 14:00:00,24.75746,84.366208,NO2,2.0,3.0,2.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",06-04-2025 14:00:00,24.75746,84.366208,NH3,1.0,1.0,1.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",06-04-2025 14:00:00,24.75746,84.366208,SO2,10.0,18.0,13.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",06-04-2025 14:00:00,24.82827,92.79525,PM10,47.0,57.0,54.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",06-04-2025 14:00:00,24.82827,92.79525,NO2,13.0,17.0,16.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",06-04-2025 14:00:00,24.82827,92.79525,SO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 14:00:00,26.146529,87.454184,NO2,5.0,7.0,7.0
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",06-04-2025 14:00:00,26.146529,87.454184,NH3,10.0,12.0,11.0
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",06-04-2025 14:00:00,26.987634,94.636574,NO2,27.0,43.0,35.0
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",06-04-2025 14:00:00,26.987634,94.636574,CO,14.0,23.0,17.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 14:00:00,25.5626095,84.663264,NO2,5.0,9.0,7.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 14:00:00,25.5626095,84.663264,NH3,1.0,1.0,1.0
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",06-04-2025 14:00:00,25.42742023,86.13886079,NO2,63.0,114.0,92.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",06-04-2025 14:00:00,25.5626095,84.663264,SO2,7.0,10.0,9.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.11442,85.39813,OZONE,1.0,82.0,30.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1403345,85.3650192,PM2.5,28.0,320.0,157.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1403345,85.3650192,PM10,23.0,162.0,93.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1403345,85.3650192,NH3,3.0,4.0,4.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1403345,85.3650192,CO,46.0,109.0,85.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1209,85.3647,PM2.5,18.0,75.0,48.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",06-04-2025 14:00:00,25.610369,85.132568,NO2,13.0,13.0,13.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",06-04-2025 14:00:00,25.610369,85.132568,CO,24.0,88.0,86.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",06-04-2025 14:00:00,25.619651,85.147382,PM10,120.0,500.0,315.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",06-04-2025 14:00:00,25.619651,85.147382,SO2,5.0,8.0,7.0
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",06-04-2025 14:00:00,26.63086,84.90051,SO2,10.0,16.0,13.0
India,Bihar,Munger,"Town Hall, Munger - BSPCB",06-04-2025 14:00:00,25.376776,86.471523,PM2.5,62.0,267.0,132.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",06-04-2025 14:00:00,25.599486,85.113666,NO2,5.0,86.0,41.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",06-04-2025 14:00:00,25.599486,85.113666,OZONE,2.0,159.0,67.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",06-04-2025 14:00:00,25.366336,87.117468,NO2,14.0,26.0,19.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",06-04-2025 14:00:00,25.366336,87.117468,NH3,3.0,3.0,3.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",06-04-2025 14:00:00,25.596727,85.085624,NO2,40.0,50.0,45.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",06-04-2025 14:00:00,25.596727,85.085624,NH3,6.0,7.0,7.0
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",06-04-2025 14:00:00,27.308328,84.531742,NH3,1.0,2.0,1.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",06-04-2025 14:00:00,25.586562,85.043586,NO2,27.0,35.0,32.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",06-04-2025 14:00:00,25.366336,87.117468,SO2,16.0,18.0,17.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,CO,79.0,128.0,95.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,OZONE,1.0,103.0,54.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 14:00:00,30.735567,76.775714,OZONE,51.0,208.0,104.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 14:00:00,30.751462,76.762879,PM10,59.0,115.0,94.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 14:00:00,30.751462,76.762879,NO2,18.0,43.0,30.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",06-04-2025 14:00:00,25.859655,85.77944,CO,7.0,115.0,18.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,NO2,2.0,3.0,2.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,NH3,3.0,3.0,3.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,OZONE,3.0,15.0,7.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,PM10,29.0,198.0,121.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 14:00:00,30.751462,76.762879,CO,12.0,24.0,20.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 14:00:00,30.719859,76.738637,NH3,23.428571428571427,87.67038007863695,48.31651376146789
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 14:00:00,30.719859,76.738637,CO,34.0,44.0,37.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",06-04-2025 14:00:00,21.194815,81.31477,PM10,33.0,73.0,54.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",06-04-2025 14:00:00,21.194815,81.31477,CO,10.0,46.0,24.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",06-04-2025 14:00:00,25.892357,86.590325,SO2,4.0,17.0,12.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",06-04-2025 14:00:00,25.892357,86.590325,CO,4.0,74.0,17.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",06-04-2025 14:00:00,22.12665,83.483212,CO,30.0,57.0,49.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",06-04-2025 14:00:00,22.118125,83.140608,NH3,7.0,7.0,7.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",06-04-2025 14:00:00,25.892357,86.590325,PM10,69.0,203.0,131.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",06-04-2025 14:00:00,22.348441,82.549611,NH3,1.0,6.0,4.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",06-04-2025 14:00:00,25.0328,85.41948,OZONE,32.0,44.0,35.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",06-04-2025 14:00:00,21.371751,81.664929,NH3,3.0,3.0,3.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",06-04-2025 14:00:00,21.371751,81.664929,OZONE,5.0,39.0,14.0
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",06-04-2025 14:00:00,22.06631475,83.33820077,PM2.5,40.0,354.0,106.0
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",06-04-2025 14:00:00,22.06631475,83.33820077,PM10,53.0,452.0,160.0
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",06-04-2025 14:00:00,22.06631475,83.33820077,CO,20.0,62.0,40.0
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",06-04-2025 14:00:00,22.06631475,83.33820077,OZONE,4.0,90.0,35.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.695381,77.181665,PM10,131.0,403.0,234.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.695381,77.181665,NH3,8.0,9.0,8.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",06-04-2025 14:00:00,28.7762,77.051074,CO,16.0,68.0,42.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",06-04-2025 14:00:00,28.5512005,77.2735737,CO,38.0,127.0,68.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",06-04-2025 14:00:00,28.656756,77.227234,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",06-04-2025 14:00:00,28.656756,77.227234,CO,111.0,166.0,118.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,PM2.5,2.0,304.0,113.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",06-04-2025 14:00:00,28.7256504,77.2011573,PM2.5,21.0,398.0,200.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",06-04-2025 14:00:00,28.7256504,77.2011573,PM10,81.0,329.0,171.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",06-04-2025 14:00:00,21.219665,81.630094,SO2,3.0,15.0,7.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",06-04-2025 14:00:00,21.237755,81.705301,PM10,34.0,76.0,56.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",06-04-2025 14:00:00,28.5512005,77.2735737,PM10,106.0,415.0,197.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",06-04-2025 14:00:00,28.7256504,77.2011573,OZONE,9.0,86.0,39.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,OZONE,26.0,53.0,27.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.611281,77.237738,SO2,13.0,53.0,24.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.611281,77.237738,CO,2.0,108.0,18.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",06-04-2025 14:00:00,28.636429,77.201067,NH3,8.0,13.0,10.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",06-04-2025 14:00:00,28.684678,77.076574,PM10,147.0,415.0,297.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",06-04-2025 14:00:00,28.684678,77.076574,SO2,14.0,111.0,51.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",06-04-2025 14:00:00,28.684678,77.076574,CO,12.0,58.0,39.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",06-04-2025 14:00:00,28.684678,77.076574,OZONE,5.0,94.0,43.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",06-04-2025 14:00:00,28.56789,77.250515,NO2,13.0,90.0,52.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",06-04-2025 14:00:00,28.56789,77.250515,SO2,11.0,42.0,25.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",06-04-2025 14:00:00,28.6573814,77.1585447,PM2.5,39.0,358.0,157.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",06-04-2025 14:00:00,28.6573814,77.1585447,CO,106.0,140.0,115.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",06-04-2025 14:00:00,28.6573814,77.1585447,OZONE,8.0,205.0,205.0
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",06-04-2025 14:00:00,28.530785,77.271255,CO,68.0,121.0,86.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",06-04-2025 14:00:00,28.570173,76.933762,NH3,8.0,12.0,9.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",06-04-2025 14:00:00,28.822836,77.101981,PM2.5,42.0,408.0,219.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",06-04-2025 14:00:00,28.822836,77.101981,PM10,96.0,412.0,202.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",06-04-2025 14:00:00,28.822836,77.101981,NO2,7.0,49.0,25.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",06-04-2025 14:00:00,28.822836,77.101981,CO,6.0,48.0,32.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",06-04-2025 14:00:00,28.56789,77.250515,PM2.5,30.0,325.0,159.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",06-04-2025 14:00:00,28.6811736,77.3025234,PM2.5,55.0,294.0,145.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",06-04-2025 14:00:00,28.6811736,77.3025234,NH3,10.0,15.0,13.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",06-04-2025 14:00:00,28.628624,77.24106,NO2,6.0,83.0,37.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",06-04-2025 14:00:00,28.73282,77.170633,OZONE,1.0,241.0,218.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.58028,77.233829,NO2,95.0,215.0,160.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.58028,77.233829,OZONE,2.0,91.0,40.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",06-04-2025 14:00:00,28.60909,77.0325413,NO2,45.0,48.0,46.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",06-04-2025 14:00:00,28.570173,76.933762,PM2.5,15.0,348.0,133.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",06-04-2025 14:00:00,28.73282,77.170633,PM10,133.0,498.0,313.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",06-04-2025 14:00:00,28.73282,77.170633,SO2,20.0,116.0,59.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",06-04-2025 14:00:00,28.5710274,77.0719006,NH3,11.0,25.0,14.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",06-04-2025 14:00:00,28.5710274,77.0719006,SO2,11.0,42.0,26.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",06-04-2025 14:00:00,28.498571,77.26484,SO2,21.0,61.0,35.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",06-04-2025 14:00:00,28.732528,77.11992,OZONE,2.0,172.0,67.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",06-04-2025 14:00:00,28.5504249,77.2159377,PM2.5,65.0,344.0,202.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",06-04-2025 14:00:00,28.5504249,77.2159377,PM10,116.0,386.0,203.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",06-04-2025 14:00:00,28.5504249,77.2159377,NO2,43.0,45.0,44.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",06-04-2025 14:00:00,28.5504249,77.2159377,NH3,9.0,21.0,14.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",06-04-2025 14:00:00,28.5504249,77.2159377,SO2,24.0,80.0,67.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",06-04-2025 14:00:00,28.623763,77.287209,NO2,24.0,143.0,81.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",06-04-2025 14:00:00,28.623763,77.287209,SO2,9.0,12.0,10.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",06-04-2025 14:00:00,28.639652,77.146275,PM2.5,45.0,305.0,127.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",06-04-2025 14:00:00,28.639652,77.146275,PM10,119.0,233.0,161.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",06-04-2025 14:00:00,28.531346,77.190156,NO2,8.0,97.0,50.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",06-04-2025 14:00:00,28.531346,77.190156,NH3,8.0,11.0,9.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.672342,77.31526,PM10,115.0,288.0,169.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",06-04-2025 14:00:00,28.639652,77.146275,SO2,14.0,60.0,29.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",06-04-2025 14:00:00,28.563262,77.186937,CO,4.0,115.0,25.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.672342,77.31526,NO2,17.0,103.0,50.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.672342,77.31526,NH3,1.0,5.0,4.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",06-04-2025 14:00:00,28.531346,77.190156,PM10,100.0,185.0,138.0
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 14:00:00,23.107969,72.574648,CO,32.0,114.0,41.0
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 14:00:00,23.002657,72.591912,CO,10.0,69.0,21.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",06-04-2025 14:00:00,28.699793,77.165453,NO2,52.0,235.0,130.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 14:00:00,23.076793,72.627874,PM10,40.0,185.0,88.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 14:00:00,23.076793,72.627874,NO2,6.0,71.0,25.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 14:00:00,23.076793,72.627874,SO2,1.0,12.0,4.0
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 14:00:00,23.04307,72.562968,PM2.5,45.0,167.0,81.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",06-04-2025 14:00:00,23.221714,72.654328,PM2.5,26.0,67.0,41.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",06-04-2025 14:00:00,23.221714,72.654328,CO,6.0,80.0,9.0
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",06-04-2025 14:00:00,22.410802,73.097923,PM2.5,2.0,14.0,6.0
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",06-04-2025 14:00:00,23.016834,72.625775,NH3,6.0,15.0,9.0
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 14:00:00,23.041137,72.456691,NO2,8.0,23.0,15.0
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 14:00:00,23.041137,72.456691,NH3,23.428571428571427,87.67038007863695,48.31651376146789
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",06-04-2025 14:00:00,30.943887,76.801991,PM2.5,18.0,203.0,88.0
