country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",06-04-2025 14:00:00,25.892357,86.590325,PM2.5,18.0,263.0,128.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",06-04-2025 14:00:00,26.1209,85.3647,NO2,4.0,7.0,6.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",06-04-2025 14:00:00,25.586562,85.043586,PM10,78.0,500.0,183.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",06-04-2025 14:00:00,25.599486,85.113666,NH3,1.0,2.0,2.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",06-04-2025 14:00:00,25.596727,85.085624,SO2,4.0,9.0,6.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 14:00:00,30.735567,76.775714,PM10,50.0,139.0,98.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",06-04-2025 14:00:00,30.735567,76.775714,NO2,31.0,144.0,62.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 14:00:00,30.751462,76.762879,NH3,19.0,27.0,23.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",06-04-2025 14:00:00,30.751462,76.762879,OZONE,21.0,87.0,45.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 14:00:00,30.719859,76.738637,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",06-04-2025 14:00:00,30.719859,76.738637,OZONE,92.0,116.0,101.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",06-04-2025 14:00:00,21.194815,81.31477,PM2.5,33.0,56.0,46.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",06-04-2025 14:00:00,21.194815,81.31477,NH3,3.0,5.0,4.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",06-04-2025 14:00:00,25.859655,85.77944,OZONE,4.0,8.0,8.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",06-04-2025 14:00:00,24.952822,84.002396,CO,46.0,55.0,51.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,PM2.5,40.0,366.0,239.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",06-04-2025 14:00:00,22.368195,82.746431,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",06-04-2025 14:00:00,22.368195,82.746431,NH3,1.0,1.0,1.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",06-04-2025 14:00:00,22.368195,82.746431,OZONE,4.0,9.0,4.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",06-04-2025 14:00:00,22.348441,82.549611,PM10,80.0,210.0,134.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",06-04-2025 14:00:00,21.185571,81.343175,PM10,28.0,71.0,47.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",06-04-2025 14:00:00,22.12665,83.483212,NO2,30.0,48.0,38.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",06-04-2025 14:00:00,21.185571,81.343175,SO2,8.0,11.0,11.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",06-04-2025 14:00:00,26.2271665,84.3570427,NO2,4.0,12.0,7.0
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",06-04-2025 14:00:00,22.08815,82.13737,CO,30.0,35.0,31.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",06-04-2025 14:00:00,25.892357,86.590325,NO2,6.0,8.0,7.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 14:00:00,28.815329,77.15301,NO2,22.0,121.0,61.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",06-04-2025 14:00:00,28.815329,77.15301,NH3,10.0,13.0,12.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.647622,77.315809,PM10,62.0,418.0,201.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.647622,77.315809,NO2,48.0,122.0,82.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.695381,77.181665,CO,11.0,72.0,32.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",06-04-2025 14:00:00,28.7762,77.051074,PM10,108.0,414.0,238.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",06-04-2025 14:00:00,21.219665,81.630094,OZONE,6.0,28.0,12.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",06-04-2025 14:00:00,21.237755,81.705301,SO2,10.0,19.0,12.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",06-04-2025 14:00:00,21.237755,81.705301,CO,24.0,50.0,44.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",06-04-2025 14:00:00,21.371751,81.664929,PM10,75.0,156.0,118.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",06-04-2025 14:00:00,21.371751,81.664929,SO2,13.0,85.0,33.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",06-04-2025 14:00:00,22.12665,83.483212,SO2,1.0,8.0,5.0
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",06-04-2025 14:00:00,22.1910172,83.5197009,CO,11.0,78.0,32.0
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",06-04-2025 14:00:00,22.1910172,83.5197009,OZONE,13.0,39.0,23.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",06-04-2025 14:00:00,28.5710274,77.0719006,OZONE,5.0,106.0,43.0
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",06-04-2025 14:00:00,28.5627763,77.1180053,NO2,69.0,139.0,107.0
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",06-04-2025 14:00:00,28.5627763,77.1180053,OZONE,5.0,141.0,52.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,PM10,96.0,453.0,230.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,NO2,41.0,55.0,46.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,SO2,65.0,73.0,68.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",06-04-2025 14:00:00,28.7500499,77.1112615,CO,16.0,49.0,43.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",06-04-2025 14:00:00,28.498571,77.26484,NH3,1.0,9.0,6.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",06-04-2025 14:00:00,28.498571,77.26484,CO,4.0,114.0,26.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",06-04-2025 14:00:00,21.219665,81.630094,PM10,26.0,102.0,66.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",06-04-2025 14:00:00,28.5512005,77.2735737,OZONE,26.0,266.0,248.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",06-04-2025 14:00:00,28.628624,77.24106,SO2,11.0,28.0,16.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.58028,77.233829,CO,39.0,110.0,67.0
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",06-04-2025 14:00:00,28.588333,77.221667,PM10,100.0,192.0,138.0
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",06-04-2025 14:00:00,28.588333,77.221667,NO2,29.0,171.0,83.0
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",06-04-2025 14:00:00,28.5918245,77.2273074,CO,14.0,26.0,25.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.611281,77.237738,PM2.5,23.0,342.0,187.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",06-04-2025 14:00:00,28.611281,77.237738,PM10,79.0,228.0,139.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",06-04-2025 14:00:00,28.636429,77.201067,PM2.5,5.0,336.0,143.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",06-04-2025 14:00:00,28.636429,77.201067,NO2,116.0,179.0,148.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",06-04-2025 14:00:00,28.636429,77.201067,CO,12.0,38.0,23.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",06-04-2025 14:00:00,28.623763,77.287209,CO,24.0,103.0,36.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",06-04-2025 14:00:00,28.623763,77.287209,OZONE,1.0,257.0,231.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",06-04-2025 14:00:00,28.674045,77.131023,PM10,101.0,312.0,182.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",06-04-2025 14:00:00,28.674045,77.131023,NH3,5.0,10.0,7.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",06-04-2025 14:00:00,28.674045,77.131023,CO,36.0,81.0,49.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",06-04-2025 14:00:00,28.56789,77.250515,OZONE,2.0,306.0,305.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",06-04-2025 14:00:00,28.6573814,77.1585447,PM10,117.0,335.0,180.0
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",06-04-2025 14:00:00,28.530785,77.271255,OZONE,4.0,303.0,300.0
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.710508,77.249485,CO,22.0,100.0,63.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",06-04-2025 14:00:00,28.531346,77.190156,PM2.5,43.0,248.0,124.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",06-04-2025 14:00:00,28.684678,77.076574,NO2,33.0,91.0,62.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",06-04-2025 14:00:00,28.60909,77.0325413,NH3,8.0,10.0,9.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",06-04-2025 14:00:00,28.639652,77.146275,CO,1.0,106.0,7.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",06-04-2025 14:00:00,28.732528,77.11992,PM2.5,33.0,430.0,249.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",06-04-2025 14:00:00,28.6514781,77.1473105,PM2.5,142.0,351.0,290.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",06-04-2025 14:00:00,28.6514781,77.1473105,CO,26.0,76.0,36.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",06-04-2025 14:00:00,28.570173,76.933762,PM10,81.0,274.0,149.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",06-04-2025 14:00:00,28.822836,77.101981,OZONE,5.0,53.0,26.0
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 14:00:00,21.613267,73.010555,NO2,68.0,110.0,87.0
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 14:00:00,21.613267,73.010555,SO2,45.0,45.0,45.0
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",06-04-2025 14:00:00,23.163798,72.677768,NH3,6.0,21.0,10.0
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",06-04-2025 14:00:00,23.243639,72.68994,NO2,24.0,142.0,67.0
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 14:00:00,23.04307,72.562968,NO2,12.0,94.0,35.0
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",06-04-2025 14:00:00,23.04307,72.562968,SO2,11.0,42.0,20.0
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",06-04-2025 14:00:00,21.613267,73.010555,PM2.5,23.0,194.0,71.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",06-04-2025 14:00:00,28.699793,77.165453,PM2.5,60.0,425.0,240.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",06-04-2025 14:00:00,28.699793,77.165453,SO2,24.0,102.0,56.0
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",06-04-2025 14:00:00,23.107969,72.574648,PM2.5,30.0,244.0,95.0
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",06-04-2025 14:00:00,22.977134,72.553024,NO2,8.0,105.0,39.0
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 14:00:00,23.002657,72.591912,PM10,46.0,414.0,129.0
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",06-04-2025 14:00:00,23.002657,72.591912,NO2,30.0,31.0,30.0
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",06-04-2025 14:00:00,23.041137,72.456691,SO2,1.0,2.0,1.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 14:00:00,23.076793,72.627874,PM2.5,22.0,108.0,46.0
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 14:00:00,23.020509,72.579261,PM10,8.0,146.0,66.0
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",06-04-2025 14:00:00,23.020509,72.579261,CO,1.0,172.0,6.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",06-04-2025 14:00:00,23.076793,72.627874,NH3,4.0,9.0,6.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",06-04-2025 14:00:00,23.221714,72.654328,PM10,36.0,134.0,72.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",06-04-2025 14:00:00,28.672342,77.31526,CO,31.0,92.0,47.0
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",06-04-2025 14:00:00,13.0246342,77.5080115,PM2.5,36.0,54.0,43.0
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",06-04-2025 14:00:00,13.0246342,77.5080115,PM10,28.0,88.0,46.0
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",06-04-2025 14:00:00,13.0246342,77.5080115,NH3,2.0,2.0,2.0
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",06-04-2025 14:00:00,12.917348,77.622813,NH3,1.0,5.0,3.0
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",06-04-2025 14:00:00,12.917348,77.622813,OZONE,4.0,85.0,29.0
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",06-04-2025 14:00:00,11.55358,76.55521,PM2.5,26.0,49.0,35.0
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",06-04-2025 14:00:00,13.428828,77.731418,NO2,15.0,41.0,26.0
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",06-04-2025 14:00:00,34.066206,74.81982,CO,12.0,18.0,14.0
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",06-04-2025 14:00:00,23.80569,86.44268,PM2.5,12.0,337.0,151.0
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",06-04-2025 14:00:00,23.80569,86.44268,OZONE,13.0,57.0,30.0
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",06-04-2025 14:00:00,16.172806,75.659694,OZONE,12.0,16.0,16.0
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",06-04-2025 14:00:00,15.888653,74.541751,PM10,30.0,80.0,41.0
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",06-04-2025 14:00:00,13.029152,77.585901,OZONE,6.0,28.0,10.0
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",06-04-2025 14:00:00,12.938539,77.5901,CO,12.0,32.0,20.0
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",06-04-2025 14:00:00,12.920984,77.584908,SO2,5.0,9.0,7.0
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",06-04-2025 14:00:00,12.920984,77.584908,CO,2.0,17.0,5.0
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",06-04-2025 14:00:00,12.920984,77.584908,OZONE,5.0,21.0,14.0
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",06-04-2025 14:00:00,13.003872,77.664217,PM10,82.0,446.0,134.0
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",06-04-2025 14:00:00,13.003872,77.664217,CO,16.0,62.0,26.0
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",06-04-2025 14:00:00,13.0270199,77.494094,PM2.5,4.0,81.0,33.0
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",06-04-2025 14:00:00,13.0270199,77.494094,OZONE,40.0,40.0,40.0
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",06-04-2025 14:00:00,12.921418,77.502466,NO2,18.0,21.0,20.0
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",06-04-2025 14:00:00,12.990328,77.5431385,PM10,38.0,46.0,39.0
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",06-04-2025 14:00:00,12.9135218,77.5950804,PM10,30.0,122.0,64.0
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",06-04-2025 14:00:00,12.9135218,77.5950804,NH3,23.428571428571427,87.67038007863695,48.31651376146789
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",06-04-2025 14:00:00,12.9135218,77.5950804,OZONE,29.0,30.0,30.0
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",06-04-2025 14:00:00,12.951913,77.539784,PM2.5,29.0,95.0,47.0
India,Gujarat,Surat,"Science Center, Surat - SMC",06-04-2025 14:00:00,21.170046,72.795405,PM10,18.0,145.0,49.0
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",06-04-2025 14:00:00,20.362421,72.918013,OZONE,2.0,2.0,2.0
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",06-04-2025 14:00:00,30.943887,76.801991,SO2,9.0,108.0,49.0
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",06-04-2025 14:00:00,30.943887,76.801991,OZONE,48.0,147.0,84.0
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",06-04-2025 14:00:00,28.422681,77.148944,CO,18.0,42.0,32.0
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",06-04-2025 14:00:00,22.969611,72.6435,NH3,2.0,10.0,4.0
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",06-04-2025 14:00:00,15.411456,75.638133,NO2,4.0,24.0,13.0
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",06-04-2025 14:00:00,15.411456,75.638133,OZONE,18.0,56.0,36.0
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",06-04-2025 14:00:00,14.7918,75.3896,NO2,24.0,26.0,25.0
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",06-04-2025 14:00:00,14.7918,75.3896,NH3,4.0,4.0,4.0
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",06-04-2025 14:00:00,14.7918,75.3896,SO2,28.0,33.0,31.0
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",06-04-2025 14:00:00,15.3714823,75.1160168,CO,8.0,22.0,14.0
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",06-04-2025 14:00:00,15.3714823,75.1160168,OZONE,13.0,26.0,18.0
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",06-04-2025 14:00:00,17.336318,76.847397,PM2.5,11.0,51.0,24.0
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",06-04-2025 14:00:00,17.336318,76.847397,PM10,19.0,67.0,35.0
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 14:00:00,14.4758,75.9052,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",06-04-2025 14:00:00,14.4758,75.9052,NH3,2.0,2.0,2.0
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",06-04-2025 14:00:00,15.459706,75.008381,OZONE,6.0,42.0,22.0
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",06-04-2025 14:00:00,12.88925,74.853,NO2,5.0,11.0,8.0
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",06-04-2025 14:00:00,12.21041,76.37376,PM10,29.0,50.0,40.0
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",06-04-2025 14:00:00,13.94,75.555917,SO2,2.0,5.0,4.0
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",06-04-2025 14:00:00,13.377516,77.099072,CO,56.0,60.0,57.0
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",06-04-2025 14:00:00,15.34763,76.181767,PM2.5,11.0,35.0,19.0
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",06-04-2025 14:00:00,12.415911,75.73505,NO2,6.0,44.0,12.0
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 14:00:00,13.328028,75.797056,PM2.5,23.428571428571427,87.67038007863695,48.31651376146789
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 14:00:00,13.328028,75.797056,NO2,23.428571428571427,87.67038007863695,48.31651376146789
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",06-04-2025 14:00:00,17.336318,76.847397,OZONE,2.0,20.0,7.0
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",06-04-2025 14:00:00,13.328028,75.797056,OZONE,23.428571428571427,87.67038007863695,48.31651376146789
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",06-04-2025 14:00:00,10.073232,76.302765,PM2.5,45.0,73.0,56.0
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",06-04-2025 14:00:00,10.073232,76.302765,PM10,23.428571428571427,87.67038007863695,48.31651376146789
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",06-04-2025 14:00:00,11.875,75.3732,PM2.5,50.0,55.0,53.0
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",06-04-2025 14:00:00,11.875,75.3732,NO2,15.0,17.0,16.0
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",06-04-2025 14:00:00,11.875,75.3732,NH3,1.0,2.0,1.0
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",06-04-2025 14:00:00,8.8787,76.6073,NO2,8.0,10.0,9.0
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",06-04-2025 14:00:00,8.8787,76.6073,NH3,1.0,1.0,1.0
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",06-04-2025 14:00:00,8.5149093,76.9435879,NH3,2.0,4.0,3.0
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",06-04-2025 14:00:00,8.5149093,76.9435879,SO2,11.0,24.0,17.0
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",06-04-2025 14:00:00,10.5324,76.2159,PM2.5,46.0,54.0,49.0
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",06-04-2025 14:00:00,10.5324,76.2159,NO2,9.0,10.0,10.0
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",06-04-2025 14:00:00,10.5324,76.2159,OZONE,27.0,28.0,27.0
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",06-04-2025 14:00:00,23.81748678,79.446246,PM2.5,3.0,79.0,47.0
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",06-04-2025 14:00:00,22.9682591,76.064118,NO2,72.0,126.0,96.0
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",06-04-2025 14:00:00,22.9682591,76.064118,NH3,5.0,10.0,7.0
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",06-04-2025 14:00:00,22.9682591,76.064118,SO2,61.0,82.0,68.0
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",06-04-2025 14:00:00,22.431,75.5213,PM2.5,35.0,322.0,130.0
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",06-04-2025 14:00:00,22.431,75.5213,OZONE,18.0,76.0,55.0
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",06-04-2025 14:00:00,22.678,75.8559,NO2,37.0,61.0,46.0
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",06-04-2025 14:00:00,22.9682591,76.064118,OZONE,59.0,82.0,68.0
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",06-04-2025 14:00:00,26.203442,78.193251,PM2.5,25.0,329.0,141.0
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",06-04-2025 14:00:00,23.210494,77.425409,PM10,45.0,135.0,96.0
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",06-04-2025 14:00:00,23.210494,77.425409,CO,8.0,44.0,15.0
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",06-04-2025 14:00:00,26.259242,78.216432,OZONE,42.0,130.0,77.0
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",06-04-2025 14:00:00,8.5637,76.8865,NO2,6.0,7.0,7.0
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",06-04-2025 14:00:00,16.7602,77.1428,PM2.5,19.0,59.0,29.0
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",06-04-2025 14:00:00,20.719516,77.000253,PM10,52.0,192.0,95.0
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",06-04-2025 14:00:00,20.9402359,77.7895248,CO,16.0,56.0,23.0
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",06-04-2025 14:00:00,20.939198,77.765701,NH3,2.0,13.0,4.0
